student_id,age,gender,previous_grade,attendance_rate,assignments_completed,test_scores_avg,days_absent_last_term,late_arrivals,disciplinary_incidents,parent_education_level,family_income_level,has_internet_access,is_dropout,Class
646,14,0,89.75255389748017,60.355954294003475,39.93757918621482,46.02000890367695,5,2,0,2,3,1,0,Non-Dropout
647,19,1,73.62287743523605,54.06173807312429,49.07126799222869,58.96149702403579,5,4,1,3,2,1,0,Non-Dropout
648,18,0,56.961798435639274,61.62755772049068,95.58894658436759,89.43070029458042,5,6,0,1,2,1,0,Non-Dropout
649,15,1,77.2011067682975,69.25431549419994,89.03126249198556,52.532918571046764,2,2,0,5,5,0,0,Non-Dropout
650,10,0,83.33523600609662,95.58182273374648,99.102180559288,80.80523833698231,3,2,0,3,4,1,0,Non-Dropout
651,10,1,60.044929255963424,75.82864363913984,23.73765369824755,49.6819498965093,4,3,1,3,1,1,0,Non-Dropout
652,11,0,61.75122815352408,49.3138453642983,47.84673542510487,78.12032261301525,6,5,3,3,4,0,0,Non-Dropout
653,18,1,87.40211320209508,46.96079065519548,94.7727319129626,73.62706605844737,5,2,1,3,2,1,0,Non-Dropout
654,12,0,96.78462720377148,66.68004942164814,84.80829733983539,72.32267898245183,7,6,2,2,1,0,0,Non-Dropout
655,10,1,65.44153486352161,91.68802059955797,80.18264038605383,55.870114022333865,0,1,0,1,4,1,0,Non-Dropout
656,14,1,47.62678479366539,100.0,60.94029627898437,74.55332667739663,3,2,1,1,1,1,0,Non-Dropout
657,16,1,57.94096767613162,43.184700061276146,54.49571811120816,70.61870801006862,4,4,1,1,2,1,0,Non-Dropout
658,15,0,80.49523616703802,82.44704928940118,70.80577414742478,93.31914640577196,3,4,0,1,4,1,0,Non-Dropout
659,10,0,49.54677055979308,66.9625507704815,58.787193876474895,55.76068783355957,6,6,2,1,2,0,0,Non-Dropout
660,14,0,61.875752003614714,68.51558430152967,83.20278804575112,84.2898676318816,7,7,1,2,3,1,0,Non-Dropout
661,14,1,69.38877322147445,53.71516242180946,70.92826033124076,51.49056552513413,6,3,0,3,1,0,0,Non-Dropout
662,15,0,51.15927970388499,70.5987350509418,45.721111725611735,61.418074037003,5,3,1,3,2,1,0,Non-Dropout
663,12,1,81.44651842814116,52.81641080226076,85.87351683712659,55.422376326708715,3,1,1,4,2,1,0,Non-Dropout
664,14,0,75.40951272806562,69.68298153031293,100.0,57.56837432669087,2,2,0,5,2,1,0,Non-Dropout
665,16,0,95.14318864287938,97.96515685169082,100.0,62.63930527749392,6,4,2,5,2,1,0,Non-Dropout
666,14,0,76.72191343786658,87.62475039978735,86.83551863564308,86.62622549130957,7,2,1,4,2,1,0,Non-Dropout
667,14,0,50.58665546650943,100.0,87.17698991597354,71.84964372114263,6,2,1,3,5,1,0,Non-Dropout
668,14,1,72.95553591363787,85.52714459403995,40.9696546804539,83.51116745721924,6,8,1,3,4,1,0,Non-Dropout
669,19,0,79.82032510273784,78.49036138993615,53.216603218992134,65.21863659080053,4,3,0,1,4,1,0,Non-Dropout
670,19,0,80.5921822118802,86.05791215024769,65.79136753801032,84.24102912001484,2,2,1,3,1,0,0,Non-Dropout
671,12,1,53.34736778163896,59.48403661169387,84.81435385182672,68.40513412860656,7,5,1,1,2,0,0,Non-Dropout
672,10,1,51.55493446466787,33.27943302478511,54.99146697784603,53.1611712734516,5,3,1,3,1,1,1,Dropout
673,14,0,47.905443213364826,90.92342302928144,62.325942030596245,80.8400094954261,4,1,0,1,2,1,0,Non-Dropout
674,18,0,89.070979912083,39.09341830525865,83.9903327784361,87.25853222080296,4,0,1,3,1,0,0,Non-Dropout
675,10,1,74.34318235763058,97.43202110595163,73.42772649010716,74.57475450238513,4,1,0,1,1,1,0,Non-Dropout
676,12,1,52.68172063686934,90.01627486683633,78.34671248603726,77.46319940841968,3,9,3,2,3,0,0,Non-Dropout
677,13,1,66.90783408135681,58.0095770857912,50.54911309824031,84.1872963035573,3,4,2,2,4,1,0,Non-Dropout
678,10,0,63.14469029898464,66.27820673755475,61.988302529425454,60.94927498833512,1,5,0,2,2,1,0,Non-Dropout
679,10,0,50.411277965514756,74.76922787751732,58.2615035407174,54.23082781611265,4,1,2,2,2,1,0,Non-Dropout
680,17,0,65.54275915934905,56.55657365159324,69.97660157852535,70.44046716772903,8,1,1,3,1,0,0,Non-Dropout
681,11,1,67.86042931580658,85.8104037869794,59.17182244890492,90.896767879423,1,4,0,4,4,0,0,Non-Dropout
682,17,1,93.96879641977849,87.57339563164386,55.779336405117384,69.51784469234185,3,4,1,4,3,1,0,Non-Dropout
683,16,1,55.164687113505906,46.14077119706525,73.1256894672867,74.4455979375922,7,0,1,1,1,1,0,Non-Dropout
684,19,0,39.35901013706993,58.537819857689726,100.0,66.12095058340151,2,3,0,1,2,0,0,Non-Dropout
685,19,1,49.26569396966034,74.26386308053944,84.58920095911988,69.41859387097611,8,1,1,2,4,1,0,Non-Dropout
686,11,0,51.610288648516665,97.8116066194078,25.494641870847374,57.07972817667003,7,2,0,3,4,1,0,Non-Dropout
687,15,1,58.59609235950657,88.04569991296057,78.78238193327411,73.22401023250899,8,1,1,2,3,1,0,Non-Dropout
688,15,0,49.302444063092864,28.381633969480255,57.12745845822603,78.16676400976867,7,4,4,2,1,1,1,Dropout
689,12,0,77.33183008728409,69.16011644568346,46.47318153649357,42.46226874244496,6,4,0,4,3,1,0,Non-Dropout
690,11,1,48.2595085548578,84.45347234006887,87.59632909872337,42.4828723355553,4,6,2,3,3,0,0,Non-Dropout
691,10,0,65.30026952448846,59.0008036509409,71.92954736805265,38.69207252166552,3,0,0,3,3,1,0,Non-Dropout
692,15,1,95.00288275283262,57.45175289203013,100.0,87.13185798222584,4,5,1,3,4,1,0,Non-Dropout
693,14,0,73.30352407645435,60.06090634023395,67.14314862657824,51.128097695090005,0,2,2,1,1,0,0,Non-Dropout
694,18,1,71.7613551756854,68.84045749817764,64.34435575880973,70.27591163653489,7,3,1,1,1,1,0,Non-Dropout
695,10,1,92.8597430111774,55.41813158647159,99.92871720926587,91.77523834324954,4,3,1,2,2,1,0,Non-Dropout
696,16,0,83.6847434635546,88.19860739454774,70.54928042959872,69.98785734426502,6,2,1,4,1,1,0,Non-Dropout
697,14,1,73.47686551028906,57.7859706177602,43.56899611007566,72.71440176639044,4,4,0,4,4,0,0,Non-Dropout
698,14,0,60.339097250832964,54.27682516036167,47.98093881077455,52.35312241170106,5,2,2,4,1,0,0,Non-Dropout
699,11,1,64.6596668781531,67.02616199942146,61.78904939975898,69.99816464353046,2,2,3,1,2,0,0,Non-Dropout
700,12,1,63.9304419850069,100.0,86.44095696404676,50.07355313122082,2,1,2,5,4,0,0,Non-Dropout
701,16,1,58.97861678641837,85.50559736981566,100.0,36.45032831466437,5,4,1,2,4,0,0,Non-Dropout
702,15,1,68.18054767824387,86.77727668901474,90.04873041980937,65.78512877435557,3,5,0,4,2,0,0,Non-Dropout
703,11,0,70.26121545571485,80.72502542601552,84.20080031471001,69.81224241253523,7,1,1,3,3,1,0,Non-Dropout
704,15,1,46.330572992626614,56.06038110934041,97.42188964411179,57.074246923355744,7,3,2,4,1,1,0,Non-Dropout
705,11,1,89.48063749943448,62.19868432798953,85.52931580696517,53.8006282590352,5,3,1,1,1,0,0,Non-Dropout
706,11,0,71.14696269609922,58.80008137893229,47.419292967310035,61.7985325716511,3,4,1,2,4,0,0,Non-Dropout
707,11,0,61.058255570740734,96.8312000377059,64.4810484051587,54.098952897375064,1,2,1,3,1,1,0,Non-Dropout
708,12,0,68.31763968094187,80.90673462565555,57.11885695731951,76.13302222655244,7,5,1,2,4,0,0,Non-Dropout
709,11,0,78.955533367379,41.65388594609257,100.0,71.70269496252583,4,5,4,4,2,1,0,Non-Dropout
710,13,0,42.99970381121162,100.0,46.13485579921198,89.42061755608005,0,3,2,3,1,1,0,Non-Dropout
711,18,0,63.424089102796316,68.3609713777748,46.62055592212447,59.66737750854228,1,2,0,2,3,1,0,Non-Dropout
712,15,1,47.21216337706501,88.06756029040443,74.24823915052096,66.04733401252976,5,3,1,2,5,0,0,Non-Dropout
713,10,0,100.0,96.04675880092836,100.0,67.60369551477545,8,3,0,2,3,0,0,Non-Dropout
714,17,1,67.07279071652923,23.758626330863926,88.37226822337277,59.40508699393532,10,2,1,3,4,1,0,Non-Dropout
715,16,0,47.33381528600741,84.0919541455989,96.04190474924174,35.24766924564906,4,2,3,2,2,1,0,Non-Dropout
716,19,1,100.0,69.948478699146,42.32996685038516,71.65835270075294,5,5,0,2,2,1,0,Non-Dropout
717,12,1,56.959721318294164,26.562160054366444,86.7200377919126,100.0,8,3,3,1,4,1,1,Dropout
718,10,1,61.863801228856886,52.34945814948594,42.220272507705005,79.99033117688333,4,3,0,1,1,1,0,Non-Dropout
719,14,0,62.94802640021956,65.90782916730137,88.27338913590359,94.37280136886737,6,1,3,2,1,0,0,Non-Dropout
720,13,0,52.28070415146447,91.91302753534225,30.72897447970277,78.45194541357945,6,3,2,3,3,1,0,Non-Dropout
721,19,0,68.71028026244214,71.47524099975945,61.52198217868848,62.72048758940598,5,4,2,3,2,1,0,Non-Dropout
722,17,0,31.838897504599615,77.96242628678206,18.672050699147796,74.02373503431167,6,4,2,2,5,1,0,Non-Dropout
723,10,1,81.28847574315937,67.87743274320357,47.88219500164573,81.04839321276697,9,2,2,3,5,1,0,Non-Dropout
724,19,0,48.0829269389417,96.75808548611644,34.384835314602135,40.9901909645693,4,4,0,5,3,0,0,Non-Dropout
725,10,1,58.77017716534532,85.42062313228398,86.27957431519748,71.67232320463877,5,4,0,5,2,0,0,Non-Dropout
726,13,1,76.27279510529245,78.25710963568001,72.35971374279711,63.52350843501335,4,5,0,4,1,0,0,Non-Dropout
727,17,0,61.93308472540827,52.13733997607484,58.31163789203452,87.16167025311206,7,4,2,5,3,1,0,Non-Dropout
728,14,0,62.5467837935356,77.39678830262088,72.92806288307752,70.58487749139361,9,4,0,1,1,1,0,Non-Dropout
729,11,0,49.81883835905344,100.0,49.226521354830055,28.09543390533343,5,3,2,2,5,1,0,Non-Dropout
730,15,1,96.43472326205675,90.9053457299863,78.04651761990257,71.59829307146727,6,4,2,5,1,1,0,Non-Dropout
731,14,0,72.97223573309886,60.21314432735029,68.05691501365577,34.07222669482191,3,2,0,1,1,0,0,Non-Dropout
732,11,1,48.7582257759625,100.0,100.0,84.11162624539386,6,3,1,4,3,1,0,Non-Dropout
733,12,0,67.67273669086777,59.332127570854276,100.0,53.48167699688101,5,2,1,2,1,1,0,Non-Dropout
734,18,1,47.69798008023035,89.28608081422034,93.51399710038135,48.03881302697192,4,1,1,5,3,1,0,Non-Dropout
735,16,0,90.83621440984174,74.0760033849747,77.30807401051834,53.43425852732126,6,3,2,3,4,0,0,Non-Dropout
736,16,0,67.99456941062819,78.6425817262445,80.50893276944126,51.59488638833247,7,1,0,2,1,1,0,Non-Dropout
737,15,1,50.366802081394,79.37659436319545,100.0,62.66434758641792,5,2,0,1,1,1,0,Non-Dropout
738,17,0,75.46386103435874,70.04863147176809,77.20355910949384,52.092382547595484,5,3,1,2,1,0,0,Non-Dropout
739,13,0,60.8288649192753,67.21320584656682,78.74163177240393,60.48762552037506,6,4,1,3,3,0,0,Non-Dropout
740,17,0,45.67657016716279,48.663318308736734,55.588028293459665,41.86580696072224,1,3,1,2,4,1,0,Non-Dropout
741,13,0,70.71569500850315,52.49961939578928,52.817071424001725,61.22532667826063,5,3,3,5,4,1,0,Non-Dropout
742,17,0,70.2926275120684,81.67927398556434,67.31920821717883,86.33881011054186,2,3,3,3,1,0,0,Non-Dropout
743,18,0,82.06600448851097,61.34571367693167,4.631450180000201,58.27121371145976,6,4,1,3,3,0,0,Non-Dropout
744,12,0,65.96755335376696,56.79980223090192,69.27330350877959,74.36220152251059,5,2,1,4,4,0,0,Non-Dropout
745,12,1,66.60590430437827,100.0,63.94610138243647,46.15563541981112,2,5,1,4,1,0,0,Non-Dropout
746,11,1,67.40199554817777,100.0,91.97574747817238,73.69544099062664,3,6,0,3,1,0,0,Non-Dropout
747,19,0,88.92924491760544,86.61648189292563,100.0,82.06376344091557,5,2,1,5,1,0,0,Non-Dropout
748,12,0,60.34889715088894,89.43023476177643,100.0,86.3781797482142,3,8,0,3,5,1,0,Non-Dropout
749,12,0,72.04182453208597,58.75166717873657,84.48850283104747,68.01121550948653,10,3,0,5,2,0,0,Non-Dropout
750,14,1,74.25118178023418,51.29518122790834,73.80066950667508,75.07164156654311,8,3,1,2,1,0,0,Non-Dropout
751,14,1,70.24664778846139,68.19328347812385,55.84631138447953,45.79221730397427,4,4,2,4,5,0,0,Non-Dropout
752,11,0,59.78143090910644,75.005931085491,43.77647346394049,59.24885205987105,8,4,1,2,5,0,0,Non-Dropout
753,19,1,66.80906010961255,89.26155119072573,92.85522485997322,52.99574487557644,3,3,4,4,2,0,0,Non-Dropout
754,15,0,63.59513357850724,38.39326997866982,69.31370507460075,69.92679233739457,5,1,0,2,1,1,0,Non-Dropout
755,14,0,94.38815540167705,100.0,80.6229066372592,57.07677169877067,4,2,0,3,3,0,0,Non-Dropout
756,15,0,58.13354321853041,79.96049433371068,70.46424071790892,75.30181921968885,4,5,1,2,1,1,0,Non-Dropout
757,10,0,51.31132210621658,43.98606598902916,71.11666456660829,100.0,6,2,2,5,3,0,0,Non-Dropout
758,14,1,64.90697462850386,78.1494959069772,75.48047218909349,74.32362138712568,10,5,1,1,4,1,0,Non-Dropout
759,18,1,63.84952703856991,56.95098273812549,80.55207259206638,86.1748697501095,4,2,0,3,2,0,0,Non-Dropout
760,19,0,67.95265280252944,55.54919806513493,93.51800558718124,47.23171159042925,8,2,1,2,5,0,0,Non-Dropout
761,11,1,58.138300966980026,53.751962256510595,39.19237040980689,63.725448000079844,8,1,1,3,5,1,0,Non-Dropout
762,10,1,66.65560219899315,69.87028076361669,84.65202126312828,68.25283162906771,6,2,2,2,2,1,0,Non-Dropout
763,19,0,66.94410558456818,100.0,37.79650254400564,65.97583546691864,5,2,0,3,5,0,0,Non-Dropout
764,18,1,78.58984534040007,76.85330677288214,87.5355625730268,92.64997187016287,5,2,0,1,2,1,0,Non-Dropout
765,19,0,66.39509575563727,88.87779611859843,78.00570791622128,53.84170929585393,7,2,1,2,4,1,0,Non-Dropout
766,18,0,66.53712545947383,93.77028563662951,68.08486631307434,69.84686041474815,5,3,2,3,3,1,0,Non-Dropout
767,18,0,72.74519569562776,72.10487342881626,69.06209468862863,28.572983724566512,6,7,1,2,1,1,0,Non-Dropout
768,15,0,78.01482594772276,51.77959963117324,73.4228804979368,71.37009658045278,8,2,0,2,2,1,0,Non-Dropout
769,17,1,50.24486318560132,43.02516633167678,97.2745949480659,72.58873783871826,7,1,0,5,2,0,0,Non-Dropout
770,10,0,46.215191601997674,67.25095632666341,95.06130063062719,64.21622805021072,6,4,0,2,1,1,0,Non-Dropout
771,19,1,90.43219444075717,97.87872626763895,92.1349844073964,70.92952275467286,6,4,0,3,5,0,0,Non-Dropout
772,13,0,75.56113156892238,93.70784300099255,36.339945025716354,56.53265912382728,4,1,1,3,2,1,0,Non-Dropout
773,10,0,61.709200455058955,80.12761256052218,84.4052156149914,46.677206846454766,2,6,1,2,5,1,0,Non-Dropout
774,17,1,65.29552904949696,82.77757233117417,10.055899659528038,50.17189443978184,4,0,0,4,2,0,0,Non-Dropout
775,10,0,59.1115746000526,72.26351279108539,16.732535235443507,52.21150971794938,2,5,1,3,1,0,0,Non-Dropout
776,12,1,68.16921086662329,65.37036012424007,98.09842995780009,45.61472586549323,7,4,0,4,2,1,0,Non-Dropout
777,13,1,50.422442158929684,60.23632842292244,33.82676251669482,45.02266450432815,3,5,2,4,3,0,0,Non-Dropout
778,17,0,77.6025047763489,45.570995113963086,65.52190794371916,52.549037519128866,2,3,2,1,2,1,0,Non-Dropout
779,15,0,67.63180097942752,100.0,100.0,59.65845227421783,4,3,1,5,2,1,0,Non-Dropout
780,19,0,68.17440644050026,78.42241934614653,84.59418312880244,66.97814753388445,4,5,1,4,4,0,0,Non-Dropout
781,16,0,51.59086425982217,66.15069488685803,79.25000498326027,46.64138519089569,2,3,0,2,5,1,0,Non-Dropout
782,17,0,72.86400645158953,100.0,68.63947811929742,50.992120290282855,6,3,1,4,1,1,0,Non-Dropout
783,11,0,51.93542535280938,100.0,73.14729741366209,55.78602551318553,5,0,1,2,3,0,0,Non-Dropout
784,19,1,54.61773710136821,100.0,54.37046290490828,71.55318157161999,4,1,1,4,2,0,0,Non-Dropout
785,17,1,66.31432885162627,70.03345103324182,58.010447944229874,47.07302206556892,5,5,1,3,3,1,0,Non-Dropout
786,12,0,100.0,77.10461545558853,72.16158675990636,57.24103204328833,4,1,0,2,3,0,0,Non-Dropout
787,16,1,67.57199200032214,88.01911844989621,75.81013034134207,79.5860831811276,1,4,1,3,1,1,0,Non-Dropout
788,12,1,26.467986804986467,100.0,66.05397000763465,53.08066236161534,4,7,0,3,3,1,0,Non-Dropout
789,16,0,55.362479249588745,76.24046355913453,14.09173751590815,46.29081604967061,9,4,1,2,3,1,1,Dropout
790,11,0,75.2559366833086,55.33290285930591,100.0,63.691711058952805,5,2,3,1,4,1,0,Non-Dropout
791,19,1,48.07308582523814,59.93240838465218,93.4321638741317,52.5318512050482,4,3,2,5,4,1,0,Non-Dropout
792,15,0,77.4665366171849,98.54862898777765,64.89876109904664,23.570829950214566,8,2,0,5,5,1,0,Non-Dropout
793,12,1,67.38230862147545,87.42070386309312,94.21070312266988,67.98568651910102,5,8,1,3,2,1,0,Non-Dropout
794,12,0,79.86990788886163,71.5417977501904,61.03684368110798,78.05355637600383,6,5,0,3,3,1,0,Non-Dropout
795,18,1,56.61718836123504,70.2263977682722,77.93848853778283,64.6646204449036,2,4,1,1,3,0,0,Non-Dropout
796,16,1,55.44824127600926,71.54268922872697,21.919657554130843,80.64797473443699,5,2,1,2,4,1,0,Non-Dropout
797,14,1,73.47477737426767,99.78078059777201,76.41834312585195,74.66038847165159,5,2,2,2,1,0,0,Non-Dropout
798,19,1,64.88707437541761,59.220941077755484,62.966542357282336,52.17650497684647,4,2,2,2,2,0,0,Non-Dropout
799,16,0,63.97965782320588,50.731777983613085,75.4514045153544,95.74260318930553,3,1,1,3,2,0,0,Non-Dropout
800,18,0,88.53454803423594,100.0,100.0,69.81715372846455,4,2,1,2,3,0,0,Non-Dropout
801,10,1,74.06211390592678,75.50108944079321,69.54782357958858,71.41704362165957,5,1,1,4,2,1,0,Non-Dropout
802,16,1,35.151155499564084,73.41342481715903,58.56212743689356,50.097985721722566,7,1,0,5,2,0,0,Non-Dropout
803,15,0,76.98602183774581,88.41984239435477,58.83982082842904,41.81227196813623,5,4,2,3,2,1,0,Non-Dropout
804,19,0,75.48453200622683,55.221792829308356,34.59646691527918,48.74909092378001,8,3,1,2,4,1,0,Non-Dropout
805,18,1,82.77366930835149,90.00992001552954,80.10616499966125,78.80151820769217,4,4,1,5,2,1,0,Non-Dropout
806,10,1,50.90452370639736,67.34545521338454,83.36075943864755,90.65747564801384,5,3,0,3,2,1,0,Non-Dropout
807,13,1,69.87208737815185,97.51345073368014,71.63543032171474,69.33126606777975,1,3,4,2,4,0,0,Non-Dropout
808,18,1,66.67445031864771,44.32531796659637,92.99768063936598,66.38787461508677,5,3,1,5,1,1,0,Non-Dropout
809,13,1,50.6355222878037,84.01332375932262,93.23518484297702,79.50859447902198,7,5,0,1,2,0,0,Non-Dropout
810,19,0,79.20149851859871,70.37534857618785,71.74584521505297,85.71752652045762,3,6,0,3,3,0,0,Non-Dropout
811,12,1,61.376810010359264,60.90713403753336,84.6373948262551,43.21900958284301,6,2,2,3,1,1,0,Non-Dropout
812,18,0,82.29098586878501,90.42689158425478,100.0,89.41900958827483,10,0,0,1,3,0,0,Non-Dropout
813,11,0,53.85711822398786,72.03356154292896,49.448652614972254,59.2926027159212,4,5,1,1,2,0,0,Non-Dropout
814,13,0,43.091217938009066,84.32025596313728,89.32911325547471,81.25969270938414,5,7,2,1,3,0,0,Non-Dropout
815,15,1,61.36150726953283,100.0,72.1706091574137,48.98552441323088,8,3,2,5,3,1,0,Non-Dropout
816,11,0,68.47869773843671,90.82991288441232,96.14366407774682,80.50252970903047,7,2,1,3,1,1,0,Non-Dropout
817,17,0,56.98706109171632,53.39257729905721,50.16278140299113,43.494573161140806,10,6,2,1,1,0,1,Dropout
818,17,0,19.03314696862659,64.16507489979021,75.00696854665445,81.81969530513759,3,2,0,3,2,1,0,Non-Dropout
819,10,0,70.75473717378155,84.18582693503777,53.00999686003001,74.6501949065183,5,4,1,1,5,0,0,Non-Dropout
820,12,1,70.68471035783038,90.87753803147248,25.82531548284448,41.419356684235446,8,4,0,2,2,0,0,Non-Dropout
821,19,1,75.30750917811449,67.18087448132195,100.0,84.13120654921106,6,5,0,4,2,1,0,Non-Dropout
822,18,0,59.29261346673834,78.9570695905571,59.13841216786648,50.36031936416687,5,3,0,1,5,0,0,Non-Dropout
823,14,0,58.47422401427139,78.83174212787941,48.93792007647875,82.14373392854617,1,3,2,3,2,1,0,Non-Dropout
824,15,1,86.60482659202236,81.61798370110166,55.57761356805,67.1671743721908,5,4,0,2,2,1,0,Non-Dropout
825,13,1,41.36892971267426,51.42105258467907,100.0,46.30593510933916,3,4,3,1,2,0,0,Non-Dropout
826,19,1,61.293233094985396,46.69935738941042,100.0,49.80171020835772,2,3,3,4,1,1,0,Non-Dropout
827,11,0,67.13452769197708,29.815259728772034,64.54505399350657,100.0,4,1,1,3,1,0,0,Non-Dropout
828,17,1,74.09032745021361,77.11122190779821,91.53435458158695,99.61020523859966,10,2,1,4,2,1,0,Non-Dropout
829,15,0,67.54650773606478,47.7161954570488,43.11534467605665,61.839827150555614,4,3,1,5,1,0,0,Non-Dropout
830,14,0,51.170110423076615,100.0,83.08857382994861,71.36957432221308,3,1,0,1,2,1,0,Non-Dropout
831,18,1,82.51420922031281,88.08232108932526,59.235894228126156,83.04550800364638,4,4,2,1,1,1,0,Non-Dropout
832,10,0,65.02861118415362,51.3626612177749,80.90245481494931,45.621842965170224,4,4,1,5,3,1,0,Non-Dropout
833,14,1,39.97995940262953,97.70261487553222,35.655573510712124,75.34904268847306,7,5,0,2,2,1,0,Non-Dropout
834,15,0,68.13764976160091,97.74996605674524,55.12151995268525,79.80752289961202,3,5,2,2,3,0,0,Non-Dropout
835,14,1,72.12915306832195,99.37448309850697,74.54771497025055,70.42767115214342,4,3,2,4,5,0,0,Non-Dropout
836,15,0,94.41115930097172,58.83856608990391,74.28335889927432,85.8641832211794,4,2,0,2,2,1,0,Non-Dropout
837,15,0,71.13127023305438,89.32108669784348,33.429561053372176,67.2896593627031,4,4,0,3,2,0,0,Non-Dropout
838,16,1,42.76961641977317,99.71334572018662,45.70385972628249,81.57945316033339,9,1,0,4,3,1,0,Non-Dropout
839,13,1,43.29648063787465,100.0,80.58540109942957,68.5445043041331,6,2,0,2,2,1,0,Non-Dropout
840,17,1,83.88064187297401,44.52514330067272,77.65048251842556,41.994535823795374,2,2,0,2,1,0,0,Non-Dropout
841,16,1,52.95795479976291,70.64731786180882,86.38705684777673,79.08442741986966,8,3,1,2,1,1,0,Non-Dropout
842,18,0,41.7562840378226,58.11981630975725,74.7550426194655,84.52920289133942,5,4,0,3,1,1,0,Non-Dropout
843,16,1,80.00766301637648,100.0,43.67017263342578,62.7319612275333,5,4,0,2,2,1,0,Non-Dropout
844,12,1,57.86396281677994,84.8211466770893,61.15393298349801,44.91360868501653,8,5,3,2,3,0,0,Non-Dropout
845,12,0,79.20520946239412,92.82495608764492,83.27555984044474,78.02111837972069,7,3,1,3,1,1,0,Non-Dropout
846,17,1,51.279207420058825,84.5271071140323,44.95807649249905,69.74715237266815,6,4,2,2,2,0,0,Non-Dropout
847,14,1,87.1071850049882,82.50571168813715,41.84927166867875,69.45518919719643,8,2,0,2,4,1,0,Non-Dropout
848,13,0,78.08095560399914,57.73423758079825,62.42563539452148,67.83529200447609,3,5,0,5,2,1,0,Non-Dropout
849,17,1,54.1597195009798,66.06981154306231,76.7862477638827,80.11565606889985,4,6,0,3,1,1,0,Non-Dropout
850,15,1,40.09414299658039,76.43030729002611,23.92920363668754,69.31904401369282,4,1,0,4,2,0,0,Non-Dropout
851,11,1,99.57745788131211,62.02828578723451,63.93773058437474,57.876187534762266,3,3,3,3,2,1,0,Non-Dropout
852,13,1,61.84688447010281,58.3365642047651,82.96396755017552,40.7710898440165,3,3,0,5,1,1,0,Non-Dropout
853,13,1,53.559025293864245,70.88645454107774,87.88399595468209,58.0771024936925,3,1,1,1,5,0,0,Non-Dropout
854,15,1,85.79462403244248,62.89711982643806,44.90575512625935,78.64338251723233,1,2,0,1,2,0,0,Non-Dropout
855,15,0,79.1863978011866,75.99634180354869,79.29849609984421,59.978576965657425,6,0,0,3,2,1,0,Non-Dropout
856,10,1,82.7419481496887,66.14259171065898,94.84233788888646,78.6177400768708,3,4,1,4,5,1,0,Non-Dropout
857,17,0,63.52237583723403,61.30282681019987,85.167629292028,43.78627697854742,1,3,4,3,3,1,0,Non-Dropout
858,15,0,93.21582035485437,56.44751679372355,59.70260662182797,49.825097396720906,3,3,2,1,1,1,1,Dropout
859,12,0,45.34072729172958,75.12191840091282,10.369944071838823,48.95448380538728,3,2,0,3,2,0,0,Non-Dropout
860,18,0,56.71925717663718,92.76596547714824,75.23338515647025,67.03063501980223,9,2,2,3,3,0,0,Non-Dropout
861,11,1,70.84818133572325,88.01743107891211,100.0,91.88020047355754,4,3,1,3,3,1,0,Non-Dropout
862,17,1,82.5216701635567,44.461796298221955,90.601545313228,98.664504368015,5,3,1,3,4,1,0,Non-Dropout
863,19,1,74.91738530787245,92.19501522021815,88.86455992265718,80.86307810323903,5,4,1,3,5,1,0,Non-Dropout
864,12,0,63.75701396229813,87.87618063906785,74.21196541401191,35.63134240401943,7,3,0,1,1,1,0,Non-Dropout
865,14,1,57.87278199140781,92.74546812794917,92.41956076397345,53.718784505682315,7,4,0,2,2,1,0,Non-Dropout
866,15,1,82.60266287539032,96.67224660606651,77.58121817818261,19.417237494688464,4,4,2,3,4,1,0,Non-Dropout
867,19,1,76.46594019915545,60.44692352433998,26.342901842979558,67.47804135703511,6,3,2,1,4,1,1,Dropout
868,15,0,51.882143109634036,69.00394466080363,92.28947532739366,89.37321617072014,4,2,0,3,1,0,0,Non-Dropout
869,13,0,51.435959029054594,100.0,48.471702594337316,77.23261005654334,2,4,0,3,3,1,0,Non-Dropout
870,12,1,56.81767768340727,100.0,71.68082465773685,38.51798739198505,8,5,2,1,2,1,0,Non-Dropout
871,13,0,54.89357201570938,73.46822879365298,88.47991919347693,85.83083668679183,2,6,1,2,3,1,0,Non-Dropout
872,10,0,80.44761368819701,87.06222849336987,51.27063129651137,83.064193505276,3,1,2,2,2,1,0,Non-Dropout
873,13,1,71.53598483327026,88.8119974285367,45.36358030531798,88.14692277010315,3,3,1,2,3,0,0,Non-Dropout
874,10,0,73.36680860604648,100.0,81.9292477297457,81.63662768746607,2,3,1,2,2,1,0,Non-Dropout
875,10,0,67.87504455195165,81.90560779876154,42.16151097129186,57.107962434632896,6,2,2,4,3,1,0,Non-Dropout
876,19,1,68.58156073006032,50.75426202375939,65.18009422065927,37.1762806450255,6,5,1,2,1,0,1,Dropout
877,15,0,41.27273876989533,65.47988143004937,98.20933649848061,82.56389297164873,3,1,4,3,5,1,0,Non-Dropout
878,14,0,76.91275486527152,100.0,100.0,76.6489919773401,7,4,0,1,2,0,0,Non-Dropout
879,13,0,56.54777779112836,49.82757485264113,25.459251584238913,35.421031786727966,4,2,1,3,2,0,1,Dropout
880,12,0,64.5026700042501,76.0055824325516,64.53229087496196,50.53552612225638,3,3,0,5,2,0,0,Non-Dropout
881,10,0,57.902406167969986,100.0,100.0,50.9568844132571,6,0,0,3,3,1,0,Non-Dropout
